ORDERID,TRANSACTIONDATE,ITEMCODE,DESCRIPTION,PRICE,QUANTITY
3293,05/11/2016,GROFL40397,Alphabet Picture Frame A4 Groovi Plate by Jayne Nestorenko,13.99,1
3294,05/11/2016,JL171,Brads-Workmans Tools,1.89,2
3295,05/11/2016,GROSK40012,Groovi Plate Starter Kit,42.99,1
3296,05/11/2016,GROPA4003703,Groovi Plate A5 Square Square Nested,7.49,1
3297,05/11/2016,GROAC40345,"Groovi Guard 7"" x 7""",3.79,1
3298,05/11/2016,PHOTOGLUEX3,Collall Photo Glue 100ml x 3,9.87,1
3299,05/11/2016,GROHO4028103,Waterhouse Groovi Plate A5 Square,7.49,1
3299,05/11/2016,GROOB4031403,Oriental Fan & Bamboo Groovi Plate A5 Square,14.99,1
3300,05/11/2016,PHOTOGLUEX3,Collall Photo Glue 100ml x 3,9.87,1
3301,05/11/2016,TDA42013,Tim Holtz Distress Mini's Ink Pad Storage Tin,5.49,1
3302,05/11/2016,GROTE40436,Groovi A4 Box Template - Christmas Cracker,14.99,1
3303,05/11/2016,PHOTOGLUEX3,Collall Photo Glue 100ml x 3,9.87,1
3304,05/11/2016,TDA42013,Tim Holtz Distress Mini's Ink Pad Storage Tin,5.49,3
3306,05/11/2016,GROCH40387,Poinsettia Groovi A5 Plate by Jayne Nestorenko,7.49,1
3306,05/11/2016,GROCH40388,Poinsettia Name Groovi A5 Plate by Jayne Nestorenko,7.49,1
3307,05/11/2016,PHOTOGLUEX3,Collall Photo Glue 100ml x 3,9.87,1
3308,05/11/2016,GROMA40002,Groovi Plate Alphabet Mate,11.49,1
3309,05/11/2016,GROAC40345,"Groovi Guard 7"" x 7""",3.79,1
3310,05/11/2016,GROCH40297,Twas the Night Stockings Groovi A6 Square,4.79,1
3311,05/11/2016,GROCH40418,Christmas Candle Window Groovi A5 Plate,7.49,1
3312,05/11/2016,GROLW040367,Oooh La La Knickers Groovi A4 Square Plate,14.49,1
3313,05/11/2016,PHOTOGLUEX3,Collall Photo Glue 100ml x 3,9.87,1
3314,05/11/2016,GROMA40002,Groovi Plate Alphabet Mate,11.49,1
3315,05/11/2016,DSCADRUTH,Die'sire Create a Card Base Die Ruth,15.99,1
3316,06/11/2016,GROAC40025,"Clarity Groovi Parchment Paper 7"" x 7""",4.29,1
3316,06/11/2016,GROGG4035414,Groovi Grid Piercing Border Plate Diagonal 1,11.49,1
3317,06/11/2016,CR56469,Wooden Rustic Spool Large,1.1,4
3318,06/11/2016,TDA42013,Tim Holtz Distress Mini's Ink Pad Storage Tin,5.49,1
3319,06/11/2016,STENCILFOLDER,"Clarity Stencil Holder 7"" x 7""",4.99,1
3320,06/11/2016,GROAC40307A4,Clarity Groovi A4 Translucent Piercing Mat,4.79,1
3321,06/11/2016,CR56311,MDF Wooden Letter B (13cm),1.79,1
3321,06/11/2016,CR56329,MDF Wooden Letter T (13cm),1.79,3
3322,06/11/2016,GROMA40002,Groovi Plate Alphabet Mate,11.49,1
3322,06/11/2016,GROFL4031803,Jayne's Flourishes Groovi Plate A5 Square,7.49,1
3322,06/11/2016,GROWO4027603,Happy Birthday  Groovi Plate A5 Square,7.49,1
3323,07/11/2016,STKSPRFAB,Stick N Spray For Fabric,5.99,2
3326,07/11/2016,GROPA4017201,Nested Small Squares Groovi Baby Plate,4.79,1
3327,07/11/2016,GROPA4003703,Groovi Plate A5 Square Square Nested,7.49,1
3327,07/11/2016,GROCH40387,Poinsettia Groovi A5 Plate by Jayne Nestorenko,7.49,1
3328,07/11/2016,GROLW4043003,Wreath Banners Groovi A5 Square Plate ,7.49,1
3329,07/11/2016,GROLW4043103,Hearty Wreath Groovi A4 Square Plate ,14.49,1
3329,07/11/2016,GROLA4000703,Groovi Plate A5 Square Mountain Hills ,7.49,1
3329,07/11/2016,GROAC40025,"Clarity Groovi Parchment Paper 7"" x 7""",4.29,1
3330,07/11/2016,GROLW4043303,Twiggy Wreath Groovi A4 Square Plate ,14.49,1
3334,08/11/2016,41166PK,Decorative Heart Pins Red Pk30,0.89,3
3335,08/11/2016,STENCILFOLDER,"Clarity Stencil Holder 7"" x 7""",4.99,2
3336,08/11/2016,TDA42013,Tim Holtz Distress Mini's Ink Pad Storage Tin,5.49,2
3337,08/11/2016,ACCMA30356A5,Clarity Mask A5 Wee Houses,2.79,1
3338,08/11/2016,GROAC40200,Groovi Corner Punch 05,6.49,1
3339,08/11/2016,ACCMA30356A5,Clarity Mask A5 Wee Houses,2.79,1
3340,08/11/2016,RIB212,Fancy Elasticated Tinsel Cord Silver,1.2,1
3341,08/11/2016,ACCGP30397,Petite Gel Press Printing Plates Set 1  Square - Triangle - Round,18.99,1
3343,09/11/2016,GROTE40436,Groovi A4 Box Template - Christmas Cracker,14.99,1
3344,09/11/2016,GROTE40436,Groovi A4 Box Template - Christmas Cracker,14.99,1
3345,09/11/2016,PHOTOGLUEX3,Collall Photo Glue 100ml x 3,9.87,1
3346,09/11/2016,CR56362,MDF Wooden Letter C (8cm),0.99,3
3346,09/11/2016,CR56377,MDF Wooden Letter R (8cm),0.99,3
3346,09/11/2016,CR56373,MDF Wooden Letter N (8cm),0.99,4
3346,09/11/2016,CR56371,MDF Wooden Letter L (8cm),0.99,1
3347,09/11/2016,CR56377,MDF Wooden Letter R (8cm),0.99,2
3347,09/11/2016,CR56364,MDF Wooden Letter E (8cm),0.99,1
3348,09/11/2016,CR56364,MDF Wooden Letter E (8cm),0.99,1
3348,09/11/2016,CR56377,MDF Wooden Letter R (8cm),0.99,2
3349,09/11/2016,CR56364,MDF Wooden Letter E (8cm),0.99,1
3350,09/11/2016,GROPA4017101,Nested Small Circles Groovi Baby Plate,4.79,1
3351,09/11/2016,ACCMA30356A5,Clarity Mask A5 Wee Houses,2.79,1
3352,09/11/2016,MOLOTOW4,Molotow Marker 703 Liquid Chrome - 4mm,6.5,1
3353,09/11/2016,CR56382,MDF Wooden Letter W (8cm),0.99,2
3353,09/11/2016,CR56364,MDF Wooden Letter E (8cm),0.99,2
3353,09/11/2016,CR56360,MDF Wooden Letter A (8cm),0.99,3
3353,09/11/2016,CR56377,MDF Wooden Letter R (8cm),0.99,2
3353,09/11/2016,CR56378,MDF Wooden Letter S (8cm),0.99,5
3353,09/11/2016,CR56371,MDF Wooden Letter L (8cm),0.99,2
3354,10/11/2016,TDEE38,Pinflair Glue Gel,4.29,2
3356,10/11/2016,GROTE40436,Groovi A4 Box Template - Christmas Cracker,14.99,1
3356,10/11/2016,GROTE40371,Groovi Christmas Box Template,15.49,1
3357,10/11/2016,AFMCHRM002,Metal Vintage Key Charms Large,2.79,5
3358,10/11/2016,GROOVICORNER,Groovi Corner Craft Punch 01,6.49,1
3359,10/11/2016,GROCH40414,Christmas Shepherds Window Groovi A5 Plate,7.49,1
3360,10/11/2016,PHOTOGLUEX3,Collall Photo Glue 100ml x 3,9.87,1
3361,10/11/2016,GROFL40395,Roses Groovi A5 Plate by Jayne Nestorenko -,7.49,1
3364,11/11/2016,CR56364,MDF Wooden Letter E (8cm),0.99,1
3365,11/11/2016,CR56364,MDF Wooden Letter E (8cm),0.99,1
3366,11/11/2016,GROMA40002,Groovi Plate Alphabet Mate,11.49,1
3366,11/11/2016,GROCH40297,Twas the Night Stockings Groovi A6 Square,4.79,1
3367,11/11/2016,PHOTOGLUEX3,Collall Photo Glue 100ml x 3,9.87,2
3368,11/11/2016,GROFL40081,Groovi Plate Set Frilly Circles ,14.99,1
3368,11/11/2016,GROAC40018,Groovi Parchment Embossing Tool 0.8mm-1.3mm,2.99,1
3368,11/11/2016,GROOVIALBUM,Groovi Album,10.99,1
3368,11/11/2016,GROAC40091,Clarity Groovi Tool Bag,1.99,1
3369,11/11/2016,GROAC40091,Clarity Groovi Tool Bag,1.99,1
3369,11/11/2016,GROOVIALBUM,Groovi Album,10.99,1
3369,11/11/2016,GROAC40018,Groovi Parchment Embossing Tool 0.8mm-1.3mm,2.99,1
3369,11/11/2016,GROFL40081,Groovi Plate Set Frilly Circles ,14.99,1
3371,11/11/2016,GROAC40018,Groovi Parchment Embossing Tool 0.8mm-1.3mm,2.99,1
3372,11/11/2016,CR56377,MDF Wooden Letter R (8cm),0.99,2
3373,11/11/2016,PHOTOGLUEX3,Collall Photo Glue 100ml x 3,9.87,1
3376,12/11/2016,DIE102P,Impression Obsession Die - Penguin and Igloo,10.49,1
3377,12/11/2016,GROPA4003703,Groovi Plate A5 Square Square Nested,7.49,1
3378,12/11/2016,GROFL40397,Alphabet Picture Frame A4 Groovi Plate by Jayne Nestorenko,13.99,1
3380,12/11/2016,PHOTOGLUEX3,Collall Photo Glue 100ml x 3,9.87,1
3381,13/11/2016,GROFL40394,Fuchsias Name Groovi A5 Plate by Jayne Nestorenko,7.49,1
3381,13/11/2016,GROPA4003703,Groovi Plate A5 Square Square Nested,7.49,1
3381,13/11/2016,GROSK40012,Groovi Plate Starter Kit,42.99,1
3381,13/11/2016,GROWO4027403,Best Wishes Groovi Plate A5 Square,7.49,1
3382,13/11/2016,GROWO4027403,Best Wishes Groovi Plate A5 Square,7.49,1
3382,13/11/2016,GROSK40012,Groovi Plate Starter Kit,42.99,1
3382,13/11/2016,GROPA4003703,Groovi Plate A5 Square Square Nested,7.49,1
3382,13/11/2016,GROFL40394,Fuchsias Name Groovi A5 Plate by Jayne Nestorenko,7.49,1
3383,13/11/2016,GROAC40198,Groovi Corner Punch 03,6.49,1
3384,13/11/2016,GROAN4031903,Jayne's Butterflies Groovi Plate A5 Square,7.49,1
3384,13/11/2016,GROFL40395,Roses Groovi A5 Plate by Jayne Nestorenko -,7.49,1
3385,13/11/2016,GROAC40026,"Groovi Parchment Paper 5"" x 5""",3.29,1
3385,13/11/2016,GROAC40345,"Groovi Guard 7"" x 7""",3.79,1
3385,13/11/2016,ACCMA30356A5,Clarity Mask A5 Wee Houses,2.79,1
3387,14/11/2016,GROLW4043303,Twiggy Wreath Groovi A4 Square Plate ,14.49,1
3387,14/11/2016,GROLW4043003,Wreath Banners Groovi A5 Square Plate ,7.49,1
3388,14/11/2016,GROLW4043203,Woven Wreath Groovi A4 Square Plate ,14.49,1
3388,14/11/2016,GROLW4043303,Twiggy Wreath Groovi A4 Square Plate ,14.49,1
3389,14/11/2016,GROLW4043303,Twiggy Wreath Groovi A4 Square Plate ,14.49,1
3390,14/11/2016,GROFL40393,Fuchsias Groovi A5 Plate by Jayne Nestorenko -,7.49,1
3390,14/11/2016,GROPA4005003,Groovi Plate Classic Frame Nested A5 Square,7.49,1
3390,14/11/2016,GROSK40012,Groovi Plate Starter Kit,42.99,1
3391,14/11/2016,CR56378,MDF Wooden Letter S (8cm),0.99,1
3391,14/11/2016,CR56375,MDF Wooden Letter P (8cm),0.99,1
3391,14/11/2016,CR56374,MDF Wooden Letter O (8cm),0.99,1
3391,14/11/2016,CR56371,MDF Wooden Letter L (8cm),0.99,2
3391,14/11/2016,CR56368,MDF Wooden Letter I (8cm),0.99,2
3391,14/11/2016,CR56360,MDF Wooden Letter A (8cm),0.99,2
3391,14/11/2016,CR56367,MDF Wooden Letter H (8cm),0.99,1
3391,14/11/2016,CR56364,MDF Wooden Letter E (8cm),0.99,3
3391,14/11/2016,CR56361,MDF Wooden Letter B (8cm),0.99,1
3392,14/11/2016,CR56378,MDF Wooden Letter S (8cm),0.99,1
3395,15/11/2016,GROAN4031903,Jayne's Butterflies Groovi Plate A5 Square,7.49,1
3396,15/11/2016,CR56378,MDF Wooden Letter S (8cm),0.99,1
3397,15/11/2016,CED10025,Sue Wilson New Arrivals Die - Stuffed Animals,7.99,1
3400,15/11/2016,GROSK40012,Groovi Plate Starter Kit,42.99,1
3401,15/11/2016,CR56336,MDF Wooden Letter & (13cm),1.79,4
3401,15/11/2016,CR56327,MDF Wooden Letter R (13cm),1.79,2
3401,15/11/2016,CR56313,MDF Wooden Letter D (13cm),1.79,1
3402,15/11/2016,GROPA4005003,Groovi Plate Classic Frame Nested A5 Square,7.49,1
3402,15/11/2016,GROSK40012,Groovi Plate Starter Kit,42.99,1
3402,15/11/2016,GROFL40393,Fuchsias Groovi A5 Plate by Jayne Nestorenko -,7.49,1
3403,15/11/2016,GROLW4043303,Twiggy Wreath Groovi A4 Square Plate ,14.49,1
3403,15/11/2016,GROLW4043103,Hearty Wreath Groovi A4 Square Plate ,14.49,1
3403,15/11/2016,GROLW4043203,Woven Wreath Groovi A4 Square Plate ,14.49,1
3403,15/11/2016,GROLW4043503,Ribbons & Bows Groovi A5 Square Plate ,7.49,1
3403,15/11/2016,GROLW4043403,Mistletoe & Wreath Accessory Groovi A5 Square Plate ,7.49,1
3404,15/11/2016,GROLW4043503,Ribbons & Bows Groovi A5 Square Plate ,7.49,1
3404,15/11/2016,GROLW4043403,Mistletoe & Wreath Accessory Groovi A5 Square Plate ,7.49,1
3404,15/11/2016,GROLW4043203,Woven Wreath Groovi A4 Square Plate ,14.49,1
3404,15/11/2016,GROLW4043103,Hearty Wreath Groovi A4 Square Plate ,14.49,1
3405,15/11/2016,GROCH40386,Holly & Ivy Name Groovi A5 Plate by Jayne Nestorenko ,7.49,1
3405,15/11/2016,GROCH40299,Twas the Night Bauble Groovi A6 Square,4.79,1
3405,15/11/2016,GROFL40013,Groovi Plate Set Butterfly Wreath & Meadow Grass,14.99,1
3406,15/11/2016,CR56377,MDF Wooden Letter R (8cm),0.99,1
3407,15/11/2016,GROSK40012,Groovi Plate Starter Kit,42.99,1
3408,15/11/2016,MOLOTOW2,Molotow Marker 703 Liquid Chrome - 2mm,5.5,1
3409,16/11/2016,GROAC40197,Groovi Corner Punch 02,6.49,1
3411,16/11/2016,GROLW4043203,Woven Wreath Groovi A4 Square Plate ,14.49,1
3412,16/11/2016,GROTE40436,Groovi A4 Box Template - Christmas Cracker,14.99,1
3413,16/11/2016,KC150,Kroma Crackle,8.99,1
3414,16/11/2016,KSDCSB014,Katy Sue Sugar Buttons Mould - Giraffe,12.49,1
3415,16/11/2016,GROPA4005103,Groovi Plate A5 Square Circle Nested,7.49,1
3415,16/11/2016,GROTE40451,Star Groovi A4 Template -,14.99,1
3415,16/11/2016,GROFY40462,Swing on a Star Groovi A5 Square Plate,7.49,1
3415,16/11/2016,GROWI40466,Funky Snowflakes Groovi A5 Square Plate ,7.49,1
3415,16/11/2016,GROFY40465,Moonfairy Groovi A5 Square Plate ,7.49,1
3416,16/11/2016,8X8CHRISTMAS,"Merry Christmas Inserts 8"" x 8""",1.49,3
3416,16/11/2016,8X8BIRTHDAY,"Happy Birthday Inserts 8"" x 8""",1.49,1
3416,16/11/2016,6X6BIRTHDAY,"Happy Birthday Inserts 6"" x 6""",1.39,1
3417,16/11/2016,GROFY40465,Moonfairy Groovi A5 Square Plate ,7.49,1
3417,16/11/2016,GROWI40466,Funky Snowflakes Groovi A5 Square Plate ,7.49,1
3417,16/11/2016,GROFY40462,Swing on a Star Groovi A5 Square Plate,7.49,1
3418,16/11/2016,GROTE40436,Groovi A4 Box Template - Christmas Cracker,14.99,1
3418,16/11/2016,GROAC40307A4,Clarity Groovi A4 Translucent Piercing Mat,4.79,1
3419,16/11/2016,KC150,Kroma Crackle,8.99,2
3420,16/11/2016,GROWO401311,Numbers Inset & Ovals & Tags Groovi Baby Plate,7.49,1
3421,16/11/2016,GROBI4014501,Groovi Baby Plate A6 Large Bird & Branch,4.79,1
3422,16/11/2016,GROWI40466,Funky Snowflakes Groovi A5 Square Plate ,7.49,1
3422,16/11/2016,GROFY40465,Moonfairy Groovi A5 Square Plate ,7.49,1
3422,16/11/2016,GROTE40451,Star Groovi A4 Template -,14.99,1
3423,17/11/2016,GROAC40345,"Groovi Guard 7"" x 7""",3.79,1
3423,17/11/2016,ACCMA30356A5,Clarity Mask A5 Wee Houses,2.79,1
3424,17/11/2016,GROTE40451,Star Groovi A4 Template -,14.99,1
3425,17/11/2016,GROTE40451,Star Groovi A4 Template -,14.99,1
3426,17/11/2016,GROTE40451,Star Groovi A4 Template -,14.99,1
3427,17/11/2016,GROTE40451,Star Groovi A4 Template -,14.99,1
3427,17/11/2016,GROWI40466,Funky Snowflakes Groovi A5 Square Plate ,7.49,1
3427,17/11/2016,GROFY40462,Swing on a Star Groovi A5 Square Plate,7.49,1
3428,17/11/2016,GROFY40463,Angels & Stars Groovi A5 Square Plate ,7.49,1
3428,17/11/2016,GROFY40465,Moonfairy Groovi A5 Square Plate ,7.49,1
3429,17/11/2016,GROFY40465,Moonfairy Groovi A5 Square Plate ,7.49,1
3429,17/11/2016,GROFY40463,Angels & Stars Groovi A5 Square Plate ,7.49,1
3430,17/11/2016,GROTE40451,Star Groovi A4 Template -,14.99,1
3431,17/11/2016,GROCH40388,Poinsettia Name Groovi A5 Plate by Jayne Nestorenko,7.49,1
3432,17/11/2016,STENCILFOLDER,"Clarity Stencil Holder 7"" x 7""",4.99,1
3432,17/11/2016,GROFY40462,Swing on a Star Groovi A5 Square Plate,7.49,1
3432,17/11/2016,GROFY40463,Angels & Stars Groovi A5 Square Plate ,7.49,1
3432,17/11/2016,GROFY40465,Moonfairy Groovi A5 Square Plate ,7.49,1
3432,17/11/2016,GROAC40025,"Clarity Groovi Parchment Paper 7"" x 7""",4.29,1
3433,17/11/2016,15203137,Paper Mache 3D Number 7 17.5cm.,2.99,1
3434,18/11/2016,PT0057,Powertex Bronze 1 Litre,16,1
3434,18/11/2016,PT0212,Powertex Black 1 Litre,16,1
3434,18/11/2016,PT0302,Powertex Silk Paper - Portrait 1,3.79,2
3435,18/11/2016,GROCH40296,Twas the Night Shoe Groovi A6 Square,4.79,1
3436,18/11/2016,GROCH40305,Twas the Night Fireplace Groovi A6 Square,4.79,1
3438,18/11/2016,CR56466,Wooden Rustic Spool Small,1.1,1
3438,18/11/2016,CR56467,Wooden Rustic Spool  Medium,1.1,1
3438,18/11/2016,CR56469,Wooden Rustic Spool Large,1.1,1
3440,18/11/2016,RSSNOWFLAKE,Rhinestone / Diamante Iron On Snowflakes,1.99,2
3441,18/11/2016,WW2892,A4 Ultra High Bond Adhesive Sheet,2.99,1
3442,18/11/2016,GROTE40451,Star Groovi A4 Template -,14.99,1
3442,18/11/2016,GROLW4043303,Twiggy Wreath Groovi A4 Square Plate ,14.49,1
3443,18/11/2016,CED3052,Festive Die Collection 2016 by Sue Wilson - Christmas Rose,10.49,1
3443,18/11/2016,GROAC40345,"Groovi Guard 7"" x 7""",3.79,1
3443,18/11/2016,GROFL40389,Dahlias Groovi A5 Plate by Jayne Nestorenko,7.49,1
3443,18/11/2016,GROPA4003603,Groovi Plate Oval Nested A5 Square,7.49,1
3443,18/11/2016,GROPA4003703,Groovi Plate A5 Square Square Nested,7.49,1
3443,18/11/2016,GROPA4005103,Groovi Plate A5 Square Circle Nested,7.49,1
3443,18/11/2016,GROFL4016001,Groovi Baby Plate A6 Cyclamen,4.79,1
3444,18/11/2016,GROPA4005103,Groovi Plate A5 Square Circle Nested,7.49,1
3444,18/11/2016,GROPA4003703,Groovi Plate A5 Square Square Nested,7.49,1
3444,18/11/2016,GROPA4003603,Groovi Plate Oval Nested A5 Square,7.49,1
3444,18/11/2016,GROFL40389,Dahlias Groovi A5 Plate by Jayne Nestorenko,7.49,1
3444,18/11/2016,GROAC40345,"Groovi Guard 7"" x 7""",3.79,1
3444,18/11/2016,GROCH40316,Cameo Fleur Groovi Baby Plate A6 Square,4.79,1
3444,18/11/2016,CED3052,Festive Die Collection 2016 by Sue Wilson - Christmas Rose,10.49,1
3446,18/11/2016,GROFY40465,Moonfairy Groovi A5 Square Plate ,7.49,1
3447,18/11/2016,GROFY40465,Moonfairy Groovi A5 Square Plate ,7.49,1
3448,18/11/2016,6X6BIRTHDAY,"Happy Birthday Inserts 6"" x 6""",1.39,1
3448,18/11/2016,8X8BIRTHDAY,"Happy Birthday Inserts 8"" x 8""",1.49,1
3448,18/11/2016,8X8CHRISTMAS,"Merry Christmas Inserts 8"" x 8""",1.49,3
3448,18/11/2016,6X6CHRISTMAS,"Merry Christmas Inserts 6"" x 6""",1.39,3
3449,18/11/2016,GROFY40465,Moonfairy Groovi A5 Square Plate ,7.49,1
3451,18/11/2016,CR56328,MDF Wooden Letter S (13cm),1.79,3
3452,18/11/2016,GROCH40299,Twas the Night Bauble Groovi A6 Square,4.79,1
3453,18/11/2016,GROFL40389,Dahlias Groovi A5 Plate by Jayne Nestorenko,7.49,1
3453,18/11/2016,GROPA4028709,Ribbon & Hearts Groovi Border Plate,7.49,1
3453,18/11/2016,GROAC40313,Clarity Groovi A5 Baby Plate Storage Folder,6.79,1
3453,18/11/2016,GROAC40208A5,Clarity Groovi A5 Square Folder,4.99,1
3455,19/11/2016,GROFY40465,Moonfairy Groovi A5 Square Plate ,7.49,1
3455,19/11/2016,GROTE40451,Star Groovi A4 Template -,14.99,1
3456,19/11/2016,GROGG4035514,Groovi Grid Piercing Border Plate Diagonal 2,11.49,1
3456,19/11/2016,GROGG4035414,Groovi Grid Piercing Border Plate Diagonal 1,11.49,1
3457,19/11/2016,GROTE40451,Star Groovi A4 Template -,14.99,1
3457,19/11/2016,GROFY40463,Angels & Stars Groovi A5 Square Plate ,7.49,1
3457,19/11/2016,GROWI40466,Funky Snowflakes Groovi A5 Square Plate ,7.49,1
3458,19/11/2016,GROAC40203,Groovi Piercing Tools 0.95mm,4.79,1
3459,19/11/2016,GROTE40436,Groovi A4 Box Template - Christmas Cracker,14.99,1
3460,19/11/2016,GROWI40466,Funky Snowflakes Groovi A5 Square Plate ,7.49,1
3460,19/11/2016,GROFY40462,Swing on a Star Groovi A5 Square Plate,7.49,1
3460,19/11/2016,GROFY40465,Moonfairy Groovi A5 Square Plate ,7.49,1
3460,19/11/2016,GROGG4035114,Groovi Grid Piercing Border Plate Straight 2,11.49,1
3460,19/11/2016,GROGG4035514,Groovi Grid Piercing Border Plate Diagonal 2,11.49,1
3462,20/11/2016,GROTE40375,Cake Slice Template Groovi Plate,15.49,1
3465,20/11/2016,GROMA40002,Groovi Plate Alphabet Mate,11.49,1
3466,20/11/2016,GROFL40392,Agapanthus Name Groovi A5 Plate by Jayne Nestorenko,7.49,1
3466,20/11/2016,ACCST30383,Clarity Lightwave Panel Cover,12.49,1
3466,20/11/2016,GROAC40345,"Groovi Guard 7"" x 7""",3.79,1
3466,20/11/2016,GROLW4043003,Wreath Banners Groovi A5 Square Plate ,7.49,1
3467,20/11/2016,GROLW4043003,Wreath Banners Groovi A5 Square Plate ,7.49,1
3467,20/11/2016,GROAC40345,"Groovi Guard 7"" x 7""",3.79,1
3467,20/11/2016,ACCST30383,Clarity Lightwave Panel Cover,12.49,1
3467,20/11/2016,GROFL40392,Agapanthus Name Groovi A5 Plate by Jayne Nestorenko,7.49,1
3468,20/11/2016,TDEE60,Pinflair Foto Glue,4.79,1
3469,21/11/2016,GROMA40002,Groovi Plate Alphabet Mate,11.49,1
3469,21/11/2016,GROCH40297,Twas the Night Stockings Groovi A6 Square,4.79,1
3469,21/11/2016,GROTE40451,Star Groovi A4 Template -,14.99,1
3469,21/11/2016,GROFY40465,Moonfairy Groovi A5 Square Plate ,7.49,1
3469,21/11/2016,GROWI40466,Funky Snowflakes Groovi A5 Square Plate ,7.49,1
3470,21/11/2016,GROMA40002,Groovi Plate Alphabet Mate,11.49,1
3470,21/11/2016,GROPA4012609,Groovi Border Plates Set Lace Corners,7.49,1
3471,21/11/2016,GROFL40397,Alphabet Picture Frame A4 Groovi Plate by Jayne Nestorenko,13.99,1
3473,21/11/2016,GROLA4000703,Groovi Plate A5 Square Mountain Hills ,7.49,1
3473,21/11/2016,GROPE4007309,Holly Groovi Border Plate,7.49,1
3474,21/11/2016,GROPE4007309,Holly Groovi Border Plate,7.49,1
3474,21/11/2016,GROLA4000703,Groovi Plate A5 Square Mountain Hills ,7.49,1
3476,21/11/2016,GROPA4017101,Nested Small Circles Groovi Baby Plate,4.79,1
3477,21/11/2016,GROLA4000703,Groovi Plate A5 Square Mountain Hills ,7.49,1
3477,21/11/2016,GROLW4043203,Woven Wreath Groovi A4 Square Plate ,14.49,1
3478,21/11/2016,GROWO4008609,"Groovi Border Plate Set Calendar, Relatives & Occasions",15.99,1
3478,21/11/2016,GROCH40032,Snowflake Christmas Groovi A5 Square Set ,14.99,1
3479,21/11/2016,ACCST30383,Clarity Lightwave Panel Cover,12.49,1
3480,21/11/2016,CR56327,MDF Wooden Letter R (13cm),1.79,1
3480,21/11/2016,CR56336,MDF Wooden Letter & (13cm),1.79,2
3480,21/11/2016,CR56311,MDF Wooden Letter B (13cm),1.79,2
3480,21/11/2016,CR56320,MDF Wooden Letter K (13cm),1.79,1
3481,22/11/2016,PT0405,Powertex Transparent 500g,10,1
3481,22/11/2016,PT0024,Powercolor Titanian White 40ml,3.75,1
3481,22/11/2016,PT0080,Stone Art - 1L,8.29,1
3481,22/11/2016,PT0021,Powercolor Dark Blue 40ml,3.75,1
3481,22/11/2016,PT0062,Powercolor Light Blue 40ml,3.75,1
3482,22/11/2016,PHOTOGLUEX3,Collall Photo Glue 100ml x 3,9.87,1
3483,22/11/2016,STI1001,Stick it Cool Glue Melt Sticks Pk12,2.29,1
3484,22/11/2016,STI1001,Stick it Cool Glue Melt Sticks Pk12,2.29,1
3486,22/11/2016,STI4003,3mm Thick Black Foam Squares,0.99,1
3488,22/11/2016,GROAC40018,Groovi Parchment Embossing Tool 0.8mm-1.3mm,2.99,1
3489,22/11/2016,CR56335,MDF Wooden Letter Z (13cm),1.79,2
3490,22/11/2016,GROCH40388,Poinsettia Name Groovi A5 Plate by Jayne Nestorenko,7.49,1
3491,22/11/2016,GROAC40025,"Clarity Groovi Parchment Paper 7"" x 7""",4.29,1
3492,23/11/2016,JL101,Brads - Mini Round,2.79,1
3493,23/11/2016,GROFL4015901,Groovi Baby Plate A6 Snowdrops,4.79,1
3493,23/11/2016,GROBI4027701,Groovi Baby Plate A6 Small Bird & Feeder,4.79,1
3493,23/11/2016,GROPA4028709,Ribbon & Hearts Groovi Border Plate,7.49,1
3493,23/11/2016,GROAC40091,Clarity Groovi Tool Bag,1.99,1
3493,23/11/2016,GROPA4017201,Nested Small Squares Groovi Baby Plate,4.79,1
3493,23/11/2016,GROPA4004609,Groovi Border Plates Set Lace Set 1 & 2,14.99,1
3493,23/11/2016,GROPA4017101,Nested Small Circles Groovi Baby Plate,4.79,1
3493,23/11/2016,GROBI4021401,Wren & Daisies Groovi Baby Plate,4.79,1
3493,23/11/2016,GROWO4027603,Happy Birthday  Groovi Plate A5 Square,7.49,1
3493,23/11/2016,GROGG4035414,Groovi Grid Piercing Border Plate Diagonal 1,11.49,1
3493,23/11/2016,GROFL40390,Dahlias Name Groovi A5 Plate Jayne Nestorenko,7.49,1
3494,23/11/2016,GROHO4033201,Wee Houses & Lamp Post Groovi Baby Plate,4.79,1
3495,23/11/2016,MOLOTOW2,Molotow Marker 703 Liquid Chrome - 2mm,5.5,1
3496,23/11/2016,GROCH40388,Poinsettia Name Groovi A5 Plate by Jayne Nestorenko,7.49,1
3496,23/11/2016,GROCH40386,Holly & Ivy Name Groovi A5 Plate by Jayne Nestorenko ,7.49,1
3496,23/11/2016,GROLW4043303,Twiggy Wreath Groovi A4 Square Plate ,14.49,1
3496,23/11/2016,GROFL40397,Alphabet Picture Frame A4 Groovi Plate by Jayne Nestorenko,13.99,1
3496,23/11/2016,GROAC40345,"Groovi Guard 7"" x 7""",3.79,1
3496,23/11/2016,GROFL4035203,Flower Tangle Frame Groovi Plate A5 Square,7.49,1
3496,23/11/2016,GROMA4034813,Groovi Border Plate Mate Art Deco Alphabet,18.99,1
3496,23/11/2016,GROPA4004609,Groovi Border Plates Set Lace Set 1 & 2,14.99,1
3496,23/11/2016,GROPA4028709,Ribbon & Hearts Groovi Border Plate,7.49,1
